50,student,6,5,60,-100,0,1,7.465465465465465,default
50,agent1,5,6,50,0,1,0,0.06306306306306306,default
50,student,3,3,30,-50,0,1,8.531531531531531,default
50,agent1,3,3,30,0,1,0,0.02252252252252252,default
50,student,0,0,0,-10,0,1,142.625,default
50,agent1,0,0,0,0,1,0,0.125,default
50,student,13,10,130,-180,0,0,5.220108695652174,default
50,agent1,10,13,100,0,0,1,0.057065217391304345,default
50,student,6,4,60,-60,0,1,7.757042253521127,default
50,agent1,4,6,40,0,1,0,0.03873239436619718,default
50,student,0,5,0,-100,1,0,12.159574468085106,default
50,agent1,5,0,50,0,0,1,0.0425531914893617,default
50,student,0,4,0,-50,0,0,14.246268656716419,default
50,agent1,4,0,40,0,0,1,0.06716417910447761,default
50,student,10,5,100,-180,0,1,5.042857142857143,default
50,agent1,5,10,50,0,1,0,0.03214285714285714,default
50,student,14,15,140,-460,0,1,4.865953947368421,default
50,agent1,15,14,150,0,0,0,0.03618421052631579,default
50,student,4,5,40,-80,0,0,12.702020202020202,default
50,agent1,5,4,50,0,0,1,0.03535353535353535,default
50,student,19,10,190,-370,0,0,5.183556405353729,default
50,agent1,10,19,100,0,0,0,0.04110898661567878,default
50,student,4,4,40,-170,0,0,8.149659863945578,default
50,agent1,4,4,40,0,1,0,0.034013605442176874,default
50,student,2,2,20,-50,1,0,10.165680473372781,default
50,agent1,2,2,20,0,0,0,0.05917159763313609,default
50,student,15,11,150,-350,0,1,5.544273907910272,default
50,agent1,11,15,110,0,1,0,0.03896103896103896,default
50,student,2,0,20,-20,0,1,15.104651162790697,default
50,agent1,0,2,0,0,1,0,0.03488372093023256,default
50,student,6,8,60,-250,0,0,8.719745222929935,default
50,agent1,8,6,80,0,1,0,0.04883227176220807,default
50,student,8,3,80,-120,0,1,5.8763326226012795,default
50,agent1,3,8,30,0,1,0,0.021321961620469083,default
50,student,3,3,30,-40,0,1,10.122222222222222,default
50,agent1,3,3,30,0,1,0,0.05555555555555555,default
50,student,1,3,10,-10,0,1,8.757961783439491,default
50,agent1,3,1,30,0,1,0,0.01910828025477707,default
50,student,3,3,30,-60,0,1,10.488262910798122,default
50,agent1,3,3,30,0,1,0,0.03286384976525822,default
50,student,13,8,130,-350,1,0,4.7295673076923075,mapa1.bmp
50,agent1,8,13,80,0,0,1,0.046875,mapa1.bmp
50,student,20,11,200,-550,0,1,3.6311475409836067,mapa1.bmp
50,agent1,11,20,110,0,1,0,0.03483606557377049,mapa1.bmp
50,student,1,2,10,-30,1,0,9.774436090225564,mapa1.bmp
50,agent1,2,1,20,0,0,1,0.03759398496240601,mapa1.bmp
50,student,4,3,40,-60,0,0,7.181818181818182,mapa1.bmp
50,agent1,3,4,30,0,1,0,0.04040404040404041,mapa1.bmp
50,student,2,0,20,-10,0,0,25.931818181818183,mapa1.bmp
50,agent1,0,2,0,0,1,0,0.06818181818181818,mapa1.bmp
50,student,14,12,140,-440,0,1,4.852884615384616,mapa1.bmp
50,agent1,12,14,120,0,1,0,0.04230769230769231,mapa1.bmp
50,student,1,2,10,-20,1,0,56.84,mapa1.bmp
50,agent1,2,1,20,0,0,1,0.08,mapa1.bmp
50,student,5,3,50,-110,0,1,6.686813186813187,mapa1.bmp
50,agent1,3,5,30,0,1,0,0.04395604395604396,mapa1.bmp
50,student,9,10,90,-340,0,1,4.611627906976744,mapa1.bmp
50,agent1,10,9,100,0,1,0,0.04883720930232558,mapa1.bmp
50,student,7,3,70,-90,0,1,4.627722772277227,mapa1.bmp
50,agent1,3,7,30,0,1,0,0.041584158415841586,mapa1.bmp
50,student,0,1,0,-20,1,0,49.69230769230769,mapa1.bmp
50,agent1,1,0,10,0,0,0,0.0,mapa1.bmp
50,student,9,6,90,-230,0,1,4.834048640915594,mapa1.bmp
50,agent1,6,9,60,0,1,0,0.05293276108726753,mapa1.bmp
50,student,2,1,20,-20,0,1,11.598130841121495,mapa1.bmp
50,agent1,1,2,10,0,1,0,0.06542056074766354,mapa1.bmp
50,student,20,4,200,-220,1,0,3.0501672240802677,mapa1.bmp
50,agent1,4,20,40,0,0,1,0.05016722408026756,mapa1.bmp
50,student,8,6,80,-260,0,1,5.640410958904109,mapa1.bmp
50,agent1,6,8,60,0,1,0,0.0410958904109589,mapa1.bmp
50,student,11,7,110,-190,0,1,4.97956204379562,mapa1.bmp
50,agent1,7,11,70,0,1,0,0.04525547445255475,mapa1.bmp
50,student,11,3,110,-210,0,1,4.138747884940778,mapa1.bmp
50,agent1,3,11,30,0,1,0,0.032148900169204735,mapa1.bmp
50,student,8,4,80,-340,0,1,4.69533527696793,mapa1.bmp
50,agent1,4,8,40,0,1,0,0.043731778425655975,mapa1.bmp
50,student,15,6,150,-230,1,0,4.281609195402299,mapa1.bmp
50,agent1,6,15,60,0,0,1,0.035632183908045977,mapa1.bmp
50,student,10,4,100,-250,0,1,4.916312056737588,mapa1.bmp
50,agent1,4,10,40,0,1,0,0.04113475177304964,mapa1.bmp
50,student,4,3,40,-70,1,0,4.169014084507042,mapa2.bmp
50,agent1,3,4,30,0,0,0,0.08215962441314555,mapa2.bmp
50,student,10,9,100,-250,0,1,3.7903587443946187,mapa2.bmp
50,agent1,9,10,90,0,0,0,0.10650224215246637,mapa2.bmp
50,student,22,9,220,-100,0,1,2.1991735537190085,mapa2.bmp
50,agent1,9,22,90,0,1,0,0.10578512396694215,mapa2.bmp
50,student,5,5,50,-120,0,0,4.230616302186879,mapa2.bmp
50,agent1,5,5,50,0,1,0,0.07554671968190854,mapa2.bmp
50,student,27,4,270,-160,1,0,2.0011813349084466,mapa2.bmp
50,agent1,4,27,40,0,0,1,0.0897814530419374,mapa2.bmp
50,student,12,3,120,-60,0,0,2.8692579505300353,mapa2.bmp
50,agent1,3,12,30,0,1,0,0.10247349823321555,mapa2.bmp
50,student,13,6,130,-350,0,1,3.732222222222222,mapa2.bmp
50,agent1,6,13,60,0,0,0,0.08444444444444445,mapa2.bmp
50,student,6,4,60,-80,1,0,3.9573991031390134,mapa2.bmp
50,agent1,4,6,40,0,0,1,0.08744394618834081,mapa2.bmp
50,student,14,5,140,-90,0,0,2.2572759022118745,mapa2.bmp
50,agent1,5,14,50,0,1,0,0.09313154831199069,mapa2.bmp
50,student,15,5,150,-260,0,1,3.6814814814814816,mapa2.bmp
50,agent1,5,15,50,0,1,0,0.08994708994708994,mapa2.bmp
50,student,21,3,210,-80,0,0,2.0991525423728814,mapa2.bmp
50,agent1,3,21,30,0,0,1,0.0923728813559322,mapa2.bmp
50,student,20,13,200,-330,0,1,2.8588410104011888,mapa2.bmp
50,agent1,13,20,130,0,0,0,0.08989598811292719,mapa2.bmp
50,student,11,1,110,-50,0,0,2.4,mapa2.bmp
50,agent1,1,11,10,0,0,1,0.08489208633093526,mapa2.bmp
50,student,12,5,120,-280,0,1,3.5,mapa2.bmp
50,agent1,5,12,50,0,1,0,0.09038901601830664,mapa2.bmp
50,student,16,11,160,-320,0,1,3.0688291139240507,mapa2.bmp
50,agent1,11,16,110,0,0,0,0.10522151898734178,mapa2.bmp
50,student,7,3,70,-50,0,0,3.6492693110647183,mapa2.bmp
50,agent1,3,7,30,0,1,0,0.11064718162839249,mapa2.bmp
50,student,12,3,120,-210,1,0,3.48489010989011,mapa2.bmp
50,agent1,3,12,30,0,0,0,0.10576923076923077,mapa2.bmp
50,student,8,4,80,-190,1,0,4.101503759398496,mapa2.bmp
50,agent1,4,8,40,0,0,1,0.09962406015037593,mapa2.bmp
50,student,4,1,40,-30,1,0,5.77720207253886,mapa2.bmp
50,agent1,1,4,10,0,0,1,0.12953367875647667,mapa2.bmp
50,student,17,7,170,-220,0,1,2.3686440677966103,mapa2.bmp
50,agent1,7,17,70,0,1,0,0.1,mapa2.bmp
50,student,20,5,200,-640,0,0,3.6954314720812182,mapa3.bmp
50,agent1,5,20,50,0,0,1,0.07817258883248732,mapa3.bmp
50,student,15,9,150,-850,0,1,4.84516129032258,mapa3.bmp
50,agent1,9,15,90,0,0,0,0.07225806451612904,mapa3.bmp
50,student,25,9,250,-1340,0,1,4.652068126520681,mapa3.bmp
50,agent1,9,25,90,0,0,0,0.06974858069748581,mapa3.bmp
50,student,6,3,60,-160,0,0,3.2569659442724457,mapa3.bmp
50,agent1,3,6,30,0,0,1,0.08668730650154799,mapa3.bmp
50,student,20,5,200,-590,0,1,3.7703225806451615,mapa3.bmp
50,agent1,5,20,50,0,0,0,0.06838709677419355,mapa3.bmp
50,student,36,9,360,-1450,0,1,3.7194543297746145,mapa3.bmp
50,agent1,9,36,90,0,0,0,0.07236061684460261,mapa3.bmp
50,student,24,7,240,-630,0,0,2.9682692307692307,mapa3.bmp
50,agent1,7,24,70,0,0,1,0.09326923076923077,mapa3.bmp
50,student,45,12,450,-1490,0,0,3.6105686387133833,mapa3.bmp
50,agent1,12,45,120,0,0,1,0.07352096496266514,mapa3.bmp
50,student,11,5,110,-330,0,0,3.585185185185185,mapa3.bmp
50,agent1,5,11,50,0,0,1,0.07407407407407407,mapa3.bmp
50,student,19,6,190,-690,0,0,4.564755838641189,mapa3.bmp
50,agent1,6,19,60,0,0,1,0.07430997876857749,mapa3.bmp
50,student,27,11,270,-1350,0,0,4.3208415516107825,mapa3.bmp
50,agent1,11,27,110,0,0,1,0.08744247205785667,mapa3.bmp
50,student,40,11,400,-2600,0,0,4.597794822627037,mapa3.bmp
50,agent1,11,40,110,0,0,1,0.08245445829338446,mapa3.bmp
50,student,19,12,190,-610,0,1,3.802350427350427,mapa3.bmp
50,agent1,12,19,120,0,0,0,0.07478632478632478,mapa3.bmp
50,student,27,8,270,-1000,0,0,4.20222793487575,mapa3.bmp
50,agent1,8,27,80,0,0,1,0.06683804627249357,mapa3.bmp
